hotelId,name,type,description,url,rating,address/full,location/lat,location/lng,stat_2022
15296759,Apartment-AH- 71,apartment,"מקום האירוח Apartment-AH- 71 נמצא במרחק של 1.6 ק''מ מחוף קיסוסקי ו-17 ק''מ ממועדון היאכטות המלכותי, ומציע אינטרנט אלחוטי בחינם וטרסה. הדירה ממוקמת באזור עם מגוון פעילויות, כמו טיולי הליכה ורכיבה על אופניים. במקום יש חניה פרטית בחינם.

הדירה כוללת מיזוג אוויר, חדר מגורים, מטבח מאובזר במלואו עם מקרר ומכונת קפה וחדר רחצה עם מקלחת. מספר חדרי השינה: 1. בדירה תוכלו למצוא מגבות ומצעים.

מקום האירוח Apartment-AH- 71 שוכן במרחק של 27 ק''מ מנמל עקבה ו-31 ק''מ ממפרץ טאלה עקבה.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/apartment-ah-71.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,0.0,"לוס אנג'לס 6, אילת, 8808239, ישראל",29.557611,34.945755,21
14742710,Apartment-AH- 70,apartment,"במקום האירוח Apartment-AH- 70 יש נוף לעיר. הוא מציע טרסה ומרפסת, ושוכן במרחק של כ-1.6 ק''מ מחוף קיסוסקי. הדירה ממוקמת באזור עם מגוון פעילויות, כמו טיולי הליכה ורכיבה על אופניים. במקום יש חניה פרטית בחינם.

הדירה כוללת מיזוג אוויר, חדר מגורים, מטבח מאובזר במלואו עם מקרר ומכונת קפה וחדר רחצה עם מקלחת. מספר חדרי השינה: 1. בדירה תוכלו למצוא מגבות ומצעים.

מקום האירוח Apartment-AH- 70 ממוקם במרחק של 17 ק''מ ממועדון היאכטות המלכותי ו-27 ק''מ מנמל עקבה.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/apartment-ah-70.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,0.0,"לוס אנג'לס 6, אילת, 8808239, ישראל",29.557611,34.945755,21
8685473,Michael's- A Lovely Studio Apartment,apartment,"מקום האירוח Michael's- A Lovely Studio Apartment ממוקם באילת שבאזור South District Israel, וכולל מרפסת. מקום האירוח נמצא במרחק של 1.7 ק''מ מחוף קיסוסקי, ויש בו אינטרנט אלחוטי בחינם ושירותי קונסיירז'.

בדירה יש מיזוג אוויר, מוצרי טיפוח ללא תשלום, מייבש שיער ופינת ישיבה. מספר חדרי השינה: 1. מספר חדרי הרחצה: 1. בדירה יש טרסה, בנוסף אל טלוויזיה בעלת מסך שטוח, מטבח מאובזר היטב עם מקרר, מיקרוגל וכיריים וחדר רחצה עם מקלחת.

מקום האירוח Michael's- A Lovely Studio Apartment שוכן במרחק של 16 ק''מ ממועדון היאכטות המלכותי ו-26 ק''מ מנמל עקבה.במיוחד זוגות אוהבים את המיקום הזה – הם נתנו לו ציון של 8.6 בגלל ההתאמה לטיול זוגי.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/ariels-a-lovely-studio-apartment.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,8.7,"19 Eilot Street, אילת, 8858434, ישראל",29.560145650117,34.951657174274,16
14741797,Apartment-AH-12,apartment,"מקום האירוח Apartment-AH-12 נמצא באילת, במרחק של 1.6 ק''מ מחוף קיסוסקי, 17 ק''מ ממועדון היאכטות המלכותי ו-27 ק''מ מנמל עקבה, ויש בו מרפסת ואינטרנט אלחוטי בחינם. הדירה ממוקמת באזור עם מגוון פעילויות, כמו טיולי הליכה ורכיבה על אופניים. במקום יש חניה פרטית בחינם.

הדירה כוללת מיזוג אוויר, חדר מגורים, מטבח מאובזר במלואו עם מקרר ומכונת קפה וחדר רחצה עם מקלחת ומוצרי טיפוח ללא תשלום. מספר חדרי השינה: 1. בדירה תוכלו למצוא מגבות ומצעים.

מקום האירוח Apartment-AH-12 ממוקם במרחק של 31 ק''מ ממפרץ טאלה עקבה ו-3.6 ק''מ מEilat Botanical Garden.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/apartment-ah-12.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,0.0,"לוס אנג'לס 6, אילת, 8808239, ישראל",29.557611,34.945755,21
6698606,YalaRent Amdar Lux,apartment,"מקום האירוח YalaRent Amdar Lux נמצא באילת, במרחק של 1.3 ק''מ מחוף קיסוסקי ו-16 ק''מ ממועדון היאכטות המלכותי, ומציע יחידות אירוח עם אינטרנט אלחוטי בחינם, מיזוג אוויר, בריכת שחייה חיצונית וגינה.

מקום האירוח YalaRent Amdar Lux כולל מרפסת, נוף לעיר, פינת ישיבה, טלוויזיה בעלת מסך שטוח בלוויין, מטבח מאובזר במלואו עם מקרר ומדיח כלים וחדר רחצה פרטי עם מקלחת ומייבש שיער. יש שם גם תנור, מיקרוגל וכיריים, בנוסף למכונת קפה וקומקום.

מקום האירוח YalaRent Amdar Lux שוכן במרחק של 26 ק''מ מנמל עקבה ו-31 ק''מ ממפרץ טאלה עקבה.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/gorgeous-4br-apartment-amdar-amazing-pool-yalarent.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,8.9,"28 Sderot Argaman APT 30, אילת, 8807601, ישראל",29.5563325,34.9505125,16
15499378,Los Angeles 6 apt 68 Eilat,apartment,"מקום האירוח Los Angeles 6 apt 68 Eilat שוכן באילת, במרחק של 1.6 ק''מ בלבד מחוף קיסוסקי, ומציע אירוח עם נוף לים, אינטרנט אלחוטי בחינם וחניה פרטית בחינם. הדירה כוללת מרפסת.

הדירה כוללת מיזוג אוויר, חדר מגורים, מטבח מאובזר במלואו עם מקרר וחדר רחצה עם מקלחת ומייבש שיער. מספר חדרי השינה: 3. בדירה תוכלו למצוא מגבות ומצעים.

מקום האירוח Los Angeles 6 apt 68 Eilat נמצא במרחק של 17 ק''מ ממועדון היאכטות המלכותי ו-27 ק''מ מנמל עקבה.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/los-angeles-6-apt-68-eilat.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,0.0,"Los Angeles Street 6, אילת, 495600, ישראל",29.557611,34.945755,21
8260500,Cosy Family Home & Garden in Eilat,holiday_home,"במקום האירוח Cosy Family Home & Garden in Eilat יש טרסה עם נוף לעיר, גינה ומתקני ברביקיו, והוא שוכן באילת, ליד חוף קיסוסקי ובמרחק של 17 ק''מ ממועדון היאכטות המלכותי. בנוסף לנוף להרים ולגן, בבית הנופש יש אינטרנט אלחוטי בחינם.

בית הנופש כולל מיזוג אוויר, חדר מגורים, מטבח מאובזר במלואו עם מקרר ומכונת קפה וחדר רחצה עם מקלחת ומוצרי טיפוח ללא תשלום. מספר חדרי השינה: 2. בבית הנופש תוכלו למצוא מגבות ומצעים.

מקום האירוח Cosy Family Home & Garden in Eilat שוכן במרחק של 27 ק''מ מנמל עקבה ו-32 ק''מ ממפרץ טאלה עקבה.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/cozy-family-home-amp-garden.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,9.8,"Gishron st. 415/2 , אילת, ישראל",29.560130694721,34.947947006303,15
10701239,YalaRent Golf Residence 3BR apt in luxury complex with pool,apartment,"במקום האירוח YalaRent Golf Residence 3BR apt in luxury complex with pool שבאילת יש בריכת שחייה חיצונית, גינה וטרסה, ותוכלו ליהנות גם מאינטרנט אלחוטי בחינם ומנוף לגן. במקום האירוח תיהנו ממרפסת וחניה פרטית בחינם.

הדירה כוללת מיזוג אוויר, חדר מגורים, מטבח מאובזר במלואו עם מקרר ומכונת קפה וחדר רחצה עם מקלחת ומייבש שיער. מספר חדרי השינה: 3. בדירה תוכלו למצוא מגבות ומצעים.

מקום האירוח YalaRent Golf Residence 3BR apt in luxury complex with pool ממוקם במרחק של פחות מק""מ אחד מחוף קיסוסקי ו-16 ק''מ ממועדון היאכטות המלכותי.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/yalarent-golf-residence.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,9.2,"16 Gan Binyamin Street, אילת, 8801432, ישראל",29.5548517,34.9514723,12
14741958,Apartment With Jacuzzi-AH- 66,apartment,"במקום האירוח Apartment With Jacuzzi-AH- 66 יש נוף לעיר. הוא מציע טרסה ומרפסת, ושוכן במרחק של כ-1.6 ק''מ מחוף קיסוסקי. הדירה ממוקמת באזור עם מגוון פעילויות, כמו טיולי הליכה ורכיבה על אופניים. במקום יש חניה פרטית בחינם.

הדירה כוללת מיזוג אוויר, חדר מגורים, מטבח מאובזר במלואו עם מקרר ומכונת קפה וחדר רחצה עם מקלחת ומוצרי טיפוח ללא תשלום. מספר חדרי השינה: 1. בדירה תוכלו למצוא מגבות ומצעים.

מקום האירוח Apartment With Jacuzzi-AH- 66 נמצא במרחק של 17 ק''מ ממועדון היאכטות המלכותי ו-27 ק''מ מנמל עקבה.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/apartment-ah-66.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,0.0,"לוס אנג'לס 6, אילת, 8808239, ישראל",29.557611,34.945755,21
6458613,Yam Suf By Sun and View,apartment,"במקום האירוח Yam Suf By Sun and View יש נוף להרים, אינטרנט אלחוטי בחינם וחניה פרטית בחינם, והוא ממוקם באילת, במרחק של 1.5 ק''מ מחוף קיסוסקי.

מקום האירוח Yam Suf By Sun and View כולל מרפסת, נוף לעיר, פינת ישיבה, טלוויזיה בעלת מסך שטוח בכבלים, מטבח מאובזר במלואו עם מקרר ותנור וחדר רחצה פרטי עם מקלחת ומייבש שיער. יש גם מיקרוגל וכיריים, בנוסף למכונת קפה וקומקום.

מקום האירוח Yam Suf By Sun and View שוכן במרחק של 16 ק''מ ממועדון היאכטות המלכותי ו-23 ק''מ מנמל עקבה.במיוחד זוגות אוהבים את המיקום הזה – הם נתנו לו ציון של 8.6 בגלל ההתאמה לטיול זוגי.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/dyrt-ym-svp.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,8.6,"8 Simtat Yam Suf, אילת, ישראל",29.559779400000004,34.95231246931151,16
6958976,Mr. Soof - By TLV2GO,apartment,"מידע כללי על מקום האירוחאירוח נוח: מר סופ - ביי TLV2GO (Mr. Soof - By TLV2GO) באילת מציע דירה מרווחת עם אינטרנט אלחוטי חינם, מיזוג אוויר ומרפסת. במקום יש מטבחון, חדר רחצה פרטי ונוף להרים.

מתקנים נוחים: האורחות והאורחים נהנים משירותי צ'ק-אין וצ'ק-אאוט פרטיים ומהירים, מעלית ובית קפה. אביזרי נוחות נוספים כוללים טרסה, בריכה מחוממת ואזור אוכל.

מיקום מעולה: הדירה ממוקמת 15 דקות מחוף קיסוסקי ו-1.5 ק""מ מהטיילת של אילת, בקרבת אטרקציות כמו פארק המצפה התת-ימי (8 ק""מ) והגן הבוטני של אילת (3.1 ק""מ). ישנן אפשרויות לצלילה בסביבה.במיוחד זוגות אוהבים את המיקום הזה – הם נתנו לו ציון של 8.5 בגלל ההתאמה לטיול זוגי.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/mr-soof-by-tlv2go.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,8.9,"26 Sderot HaTmarim, אילת, 8858503, ישראל",29.557944674456,34.951176008247,16
14505358,Yalarent Heart of Eilat Perfect for Families & Fun,apartment,"מקום האירוח Yalarent Heart of Eilat Perfect for Families & Fun נמצא באילת, במרחק של 1.2 ק''מ מחוף קיסוסקי ו-17 ק''מ ממועדון היאכטות המלכותי, וכולל מגוון מתקנים ושירותים כמו אינטרנט אלחוטי בחינם וטלוויזיה בעלת מסך שטוח. הדירה ממוקמת במרחק של 3.8 ק''מ מEilat Botanical Garden ו-7.2 ק''מ מפארק המצפה התת ימי.

בדירה יש מיזוג אוויר, חדר מגורים ומטבח מאובזר במלואו עם מקרר ותנור. מספר חדרי השינה: 2. מספר חדרי הרחצה: 1. בדירה תוכלו למצוא מגבות ומצעים.

מקום האירוח Yalarent Heart of Eilat Perfect for Families & Fun ממוקם במרחק של 27 ק''מ מנמל עקבה ו-32 ק''מ ממפרץ טאלה עקבה.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/yalarent-heart-of-eilat-perfect-for-families-amp-fun.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,10.0,"דרך יותם 34, אילת, 01114, ישראל",29.5553677,34.9460106,25
12574177,New on booking Top Class Excluzive Luxury De -Golf Resort,apartment,"מקום האירוח New on booking Top Class Excluzive Luxury De -Golf Resort שוכן באילת, ומציע יחידות אירוח במרחק של 1.2 ק''מ מחוף קיסוסקי ו-16 ק''מ ממועדון היאכטות המלכותי. יש אינטרנט אלחוטי בחינם בכל רחבי מקום האירוח, וחניה פרטית זמינה במקום האירוח.

יחידות אירוח מסוימות מציעות טרסה ו/או מרפסת עם נוף לגן.

מקום האירוח New on booking Top Class Excluzive Luxury De -Golf Resort ממוקם במרחק של 26 ק''מ מנמל עקבה ו-31 ק''מ ממפרץ טאלה עקבה.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/luxury-4r-apt-in-golf-with-pool-sauna-jim-8.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,8.0,"גן בנימין 18, אילת, ישראל",29.5547359,34.951301,12
4693743,YalaRent Sunora 3BR APT - Families only,apartment,"מקום האירוח YalaRent Sunora 3BR APT - Families only מציע אינטרנט אלחוטי בחינם ונוף לעיר, ונמצא באילת, במרחק של 1.2 ק''מ בלבד מחוף קיסוסקי ו-1.9 ק''מ מטיילת אילת. הדירה ממוקמת במרחק של 31 ק''מ ממפרץ טאלה עקבה ו-3.8 ק''מ מEilat Botanical Garden.

הדירה כוללת מיזוג אוויר, חדר מגורים, מטבח מאובזר במלואו עם מקרר ומכונת קפה וחדר רחצה עם מקלחת ומייבש שיער. מספר חדרי השינה: 3. בדירה תוכלו למצוא מגבות ומצעים.

מקום האירוח YalaRent Sunora 3BR APT - Families only ממוקם במרחק של 17 ק''מ ממועדון היאכטות המלכותי ו-24 ק''מ מנמל עקבה.המרחקים בתיאור מקום האירוח מחושבים באמצעות © OpenStreetMap",https://www.booking.com/hotel/il/amazing-3bdr-apartment-prime-location.he.html?selected_currency=ILS&lang=he&group_adults=2&group_children=0&no_rooms=1&soz=1&lang_changed=1&explicit_lang_change=1&explicit_curr_change=1,8.2,"Yotam Road 34 1114, אילת, 8808021, ישראל",29.5553677,34.9460106,25
